,Ca_pred,Cb_pred,Cc_pred,Qout_pred,Ca,Cb,Cc,Qout
0,0.19848211,0.5108568,0.8412939,0.95873827,1.0,0.9858941420950899,0.0,0.0
1,0.16910283,0.46464023,0.81120974,0.9543349,0.9823076862744187,1.0,0.11912246337590114,0.04986328101203321
2,0.16232593,0.45964608,0.813732,0.9667808,0.990594652295735,0.9657462985125292,0.22303041388910178,0.0895445445882194
3,0.16038248,0.49677518,0.8122013,0.9507722,0.9136900983394974,0.9864841086001219,0.30578414488889083,0.1288487113410055
4,0.19517092,0.5404253,0.85680413,0.9646328,0.8791907101659441,0.9344814314812799,0.37502723574286523,0.16569552533789017
5,0.25982636,0.5324633,0.86599827,0.9439079,0.8253479752996898,0.9388249852052487,0.43106319456398146,0.19833195656688557
6,0.1693785,0.48998275,0.8368585,0.9798914,0.8044995819653765,0.9418337673409228,0.4734657938458959,0.23552889528051027
7,0.21185045,0.46251994,0.8348398,0.9651676,0.7928243839989378,0.9316240916618238,0.5186109696919478,0.2634374924071019
8,0.20307167,0.5064651,0.8284853,0.932991,0.8007174920900999,0.924926160125977,0.5556361853274144,0.29321901153221563
9,0.18021987,0.5050414,0.8295436,0.95790553,0.7950474908810398,0.8782626757138089,0.5932564486997982,0.31704611784244624
10,0.17928146,0.46382162,0.8395452,0.9926002,0.7918118387028033,0.8601855948759696,0.6261580383062185,0.3387754359525761
11,0.14715475,0.54239947,0.8308815,0.9603517,0.764967764553915,0.8245480045051414,0.652378744705832,0.3610284686149565
12,0.23462115,0.49185058,0.8768355,1.0003275,0.7303144376143252,0.850351636717609,0.6702751301770276,0.3861767042279761
13,0.22768387,0.48067033,0.850702,0.96479815,0.733309078661638,0.8314352482393227,0.6906330238417769,0.4075061663712236
14,0.2612158,0.5175767,0.87162375,0.96261317,0.7204929302758356,0.8246780007903437,0.7080289939924015,0.4285165517282676
15,0.21876584,0.44091722,0.8324529,0.9682729,0.7261118886968058,0.8026807755509644,0.7254787366764908,0.44711490749524874
16,0.32612747,0.5034715,0.901636,0.9745918,0.7387072374998334,0.7637401526556163,0.7425720067042928,0.4647438963201089
17,0.22146507,0.4546448,0.84090155,0.97134423,0.724856249059452,0.7619103616077996,0.7544978258100479,0.48336453007905755
18,0.23305885,0.43512377,0.8531664,0.9953022,0.731380008496964,0.759111912097607,0.768004811140263,0.500430107981527
19,0.28853267,0.42908427,0.8687732,0.9864082,0.7141503488976131,0.7919879803786003,0.7843690011774588,0.5138783933129306
20,0.27835715,0.47851008,0.884858,0.9923097,0.6856202626231934,0.8063568347390436,0.7982900791159305,0.5282938663418639
21,0.2372439,0.4929123,0.86489874,0.9776988,0.6821110473364027,0.789726752526053,0.8081773138664861,0.5441126891833701
22,0.31654125,0.42640167,0.8838442,0.9945186,0.6739940372756835,0.7954088152354619,0.8199172889405371,0.5572996660447997
23,0.31404927,0.46778998,0.8923862,0.9848767,0.673002345473,0.7936774851234892,0.8296523137777121,0.571453465713993
24,0.3159055,0.48192436,0.889554,0.97491735,0.6801863783209302,0.7640890627339123,0.8380893722126307,0.5854907326648721
25,0.29652098,0.49131647,0.889866,0.9779855,0.6807749372648068,0.7553286450327262,0.846384678566773,0.5986357334895014
26,0.20727141,0.4865247,0.8553287,0.98868054,0.6752312709408369,0.7262132489633927,0.8551620330623324,0.6096441368479107
27,0.23839864,0.52402383,0.8576203,0.9498704,0.6566138788143789,0.7146695650508347,0.8653720046469456,0.6174170998503536
28,0.2817689,0.5259551,0.88953334,0.9690085,0.6674488687819484,0.6940205025959839,0.8704993460030551,0.6284308424099236
29,0.27332047,0.5646255,0.888799,0.95118535,0.6540791314012525,0.6765575943997175,0.8798270435821187,0.6347489275133589
30,0.21823056,0.5578397,0.8645588,0.95235926,0.6408917541943839,0.6913947533465992,0.8823967312239357,0.6454743552698824
31,0.30045524,0.52002275,0.8973863,0.97592086,0.6264450943340035,0.7025853346126285,0.8829713580340196,0.6578649487726123
32,0.2518498,0.5331746,0.891746,0.9895836,0.6377991276701453,0.6794159216745578,0.8873438284878704,0.6669048008041345
33,0.24401356,0.44908562,0.8637023,0.99503726,0.6346901266159978,0.6646361453497424,0.8940199064936462,0.6734804394653461
34,0.32099292,0.4972996,0.91871333,1.0086887,0.661936823880257,0.6707781678812518,0.8949420136160348,0.6852832413281748
35,0.31462017,0.5316663,0.90288985,0.96550846,0.6539366667013686,0.6528913934097941,0.9006125449492769,0.6929493762588979
36,0.30841485,0.46733394,0.8873406,0.9822651,0.6397874731298951,0.6699250199131987,0.9038402630673901,0.7021728296092845
37,0.3185612,0.55616766,0.9022458,0.9452145,0.6293853286206185,0.6845995827943014,0.9083542645688266,0.7101024417041116
38,0.28000775,0.5032959,0.8981162,0.9967416,0.6140465225008768,0.6734785550849152,0.9138953421187052,0.7161341437232616
39,0.21774612,0.5299436,0.86502445,0.9734818,0.6164909372019306,0.6540883441057678,0.9185517615079865,0.7218228917216244
40,0.3707293,0.5837225,0.94267076,0.96206635,0.6081087671095726,0.6454401536634679,0.9221381161586879,0.7277217781783989
41,0.24164599,0.48734784,0.8656839,0.98050433,0.5987270633854564,0.6369050274085771,0.9267917790145682,0.7319467654329129
42,0.30800188,0.46757317,0.8797227,0.96907634,0.5917554202078604,0.6526490371549271,0.925783423986322,0.7404041383590496
43,0.2859424,0.49895352,0.89024514,0.98045105,0.5956974343819581,0.6423644034697336,0.9256941103582953,0.7482230489410998
44,0.27090913,0.5071844,0.87976456,0.97063464,0.6029008704645743,0.6287857480044485,0.9293960927109675,0.7527878833145029
45,0.2899234,0.48688927,0.88602173,0.9822107,0.5862450644106906,0.6328931802637572,0.9343823925479923,0.7562157882986071
46,0.27619043,0.5248358,0.8877832,0.96784264,0.5921887014333387,0.6112859639922669,0.932906418069414,0.7642989402702783
47,0.29967743,0.5099149,0.9108027,1.004463,0.5816010118257491,0.6041786688029728,0.9321497184353599,0.7715219712221515
48,0.353435,0.46614474,0.9106607,0.9887394,0.562416151961667,0.6256036439932927,0.934909858642683,0.7756476051111294
49,0.34149456,0.48835933,0.9055745,0.9799867,0.5435408871450016,0.6220383502759887,0.9377529913993694,0.7788630322876973
50,0.28662315,0.48300743,0.88887256,0.9921462,0.5346450454260755,0.6185188004352496,0.9384700064399046,0.7829909635376562
51,0.37610936,0.51608914,0.92208123,0.96808106,0.5230867591966512,0.6215591053596753,0.9410717051596506,0.7851724895793332
52,0.34544,0.5342616,0.9252588,0.9825932,0.5215616971961736,0.6152676191937351,0.9436302561112395,0.787340589007239
53,0.31147945,0.5439432,0.9160549,0.97835267,0.5022741211972478,0.6155551731295733,0.944093525706538,0.790578507642673
54,0.34304842,0.53412807,0.9104915,0.9586856,0.4876307008408948,0.6279297078837971,0.943341707713433,0.7945034439158389
55,0.3559165,0.59358084,0.942518,0.96761775,0.4920968023243845,0.6076623409305061,0.9410568487496093,0.7999466599639395
56,0.34172896,0.5331918,0.9356748,1.0055077,0.48606520162472194,0.6048948185096641,0.9394265198014589,0.8048783429499281
57,0.3168447,0.50389767,0.90251553,0.97742355,0.48824658696319106,0.5928342916045151,0.9402642769261108,0.807392683710709
58,0.3710221,0.49487475,0.9285294,0.99100596,0.5075442700067098,0.5769352356513973,0.9388644280095887,0.8117246252024324
59,0.3982664,0.5435621,0.9498871,0.9851776,0.48855099182599837,0.5854414097598379,0.9403974901589646,0.8141377046621583
60,0.300213,0.5331884,0.9057649,0.9738702,0.4806970882964249,0.5934066736736825,0.9389089758308105,0.818874646291701
61,0.38807964,0.54274124,0.93568194,0.9667883,0.4756342383135338,0.5890996072087253,0.9405360510270586,0.8205722814766934
62,0.3073228,0.5701044,0.9220492,0.98476595,0.4838109733630569,0.5719632163541715,0.9418330880792043,0.8225468186395757
63,0.3610325,0.53041244,0.9331657,0.98882186,0.4759337719171509,0.589495648382775,0.937478912484494,0.8293216506161549
64,0.37582302,0.57189864,0.9554452,0.99351466,0.4757208157885125,0.568683987005298,0.9407349765348204,0.8295509463692174
65,0.35793483,0.5458649,0.93892556,0.9904638,0.4682138991230139,0.5598765434990047,0.9393166698641683,0.8328438917511868
66,0.3318928,0.57505363,0.9406241,0.9958482,0.4706498567939064,0.5464342325901282,0.9376381050773722,0.8361256221745322
67,0.4272026,0.5506181,0.9683243,0.99632233,0.459142495159973,0.5609482966850667,0.9396532738505281,0.8363780252645779
68,0.3580875,0.52622753,0.92908406,0.9810922,0.4589854816516124,0.5808965218643887,0.9360382940046219,0.8421127066814448
69,0.30255842,0.5900525,0.93244374,0.99042016,0.4509042035488283,0.5760628759488374,0.9354235791622203,0.8453692463259916
70,0.3413057,0.5722149,0.9402117,0.9915478,0.4343816900257412,0.5604102871787522,0.9323896309230452,0.8502588164892624
71,0.36035436,0.55399626,0.94626737,0.9975235,0.41988541935916107,0.5840168973947205,0.9318457441026804,0.8525834604013738
72,0.39520258,0.5663358,0.96277547,0.9939558,0.4141911822826471,0.5743481243462505,0.9306435180739909,0.8555103725737483
73,0.38102558,0.53740084,0.9387571,0.9827346,0.4134270172864182,0.5852415326484678,0.9282133146810724,0.8599763461988142
74,0.4031703,0.57395023,0.9692857,0.9946609,0.40504106112415483,0.5837679230581719,0.9262969384101583,0.8635777987167136
75,0.32446674,0.5609246,0.91099495,0.9597655,0.41052491516643286,0.5852033854727257,0.9201951866282785,0.8713541560766396
76,0.33129546,0.59365493,0.9386781,0.9785914,0.3885861240685274,0.569354189124812,0.9161079527338234,0.8771717801951091
77,0.2989427,0.54665405,0.90280867,0.97078335,0.3696078177235611,0.561346156983452,0.9183123990663955,0.876346120673576
78,0.32993641,0.5954095,0.94117767,0.9805952,0.35950726844057923,0.5714152011305348,0.9149017542238113,0.8800845279087003
79,0.31384662,0.5816753,0.92641926,0.97730136,0.3632188295791015,0.5680403399001176,0.9115878763295466,0.8842561062338279
80,0.33711368,0.6067401,0.94350016,0.97466433,0.35373849594258877,0.5832527248480232,0.9111712418975139,0.8859909340609714
81,0.29214823,0.5869735,0.9273552,0.9922883,0.34133089921722615,0.5750572853104985,0.9105930171831494,0.8877768530111688
82,0.3371571,0.5630334,0.9327964,0.99007666,0.3407550936870662,0.5835666980233716,0.9080897564306452,0.8910169376024225
83,0.32360226,0.5683093,0.9140955,0.9581825,0.32951678352954317,0.5725932424498109,0.9060956814578527,0.8937340655830928
84,0.32133508,0.54028356,0.9197632,0.9850567,0.3098080161902327,0.5794064392995483,0.9065967438065812,0.8937873529483982
85,0.3020078,0.5544046,0.93153936,1.012178,0.2860874708660294,0.5672285540573595,0.9070154614539506,0.8930251191028494
86,0.2906479,0.55595714,0.90843683,0.9765499,0.2708266047305492,0.553816719259439,0.906214295788011,0.8919908723730025
87,0.40606388,0.5362182,0.9440709,0.9738711,0.2817742087639775,0.5546231581738239,0.8961860995400271,0.8994234025143811
88,0.3302249,0.5692744,0.9345803,0.98613596,0.28376166776435535,0.5607450565369116,0.8923311323805023,0.9024786056505681
89,0.3610707,0.58317983,0.9413826,0.96876717,0.27631594447852104,0.5493529062391707,0.8930152004818797,0.9017355008616748
90,0.2730835,0.578785,0.9180595,0.9962447,0.273425948555311,0.5511270932393075,0.8900985300347433,0.9041276476392406
91,0.35597253,0.5347713,0.9324374,0.98890847,0.2579316166258304,0.5407987029147173,0.8880050087189661,0.9051626013140881
92,0.31065175,0.5616616,0.9186091,0.97855073,0.2580593506003256,0.5378837868328809,0.8854022360797824,0.9063508230004602
93,0.31210318,0.57112944,0.907125,0.95664155,0.24109916330397346,0.5320906936619164,0.8818110612966763,0.9083750882668554
94,0.371128,0.5038257,0.9221229,0.9781527,0.24531938195075811,0.5183539760517554,0.8807396760018918,0.9077654215371398
95,0.3750773,0.54083985,0.9405525,0.9837244,0.2499822894895962,0.5122380907596157,0.879009643052712,0.9079835765244887
96,0.37459177,0.54878634,0.9400287,0.98257303,0.2534094825769755,0.5052047881017506,0.8765566948271767,0.9092255510115376
97,0.28963053,0.57799906,0.9125126,0.97449684,0.24267619560910417,0.5085693979581961,0.8744346929254465,0.9101927450058608
98,0.34686545,0.60939866,0.9515831,0.9873769,0.23776130187580435,0.5100345815859122,0.8710344927078931,0.9121401242479678
99,0.2813889,0.5849883,0.90697473,0.96500343,0.22819180186198218,0.5121585834027931,0.8658087189593371,0.9164543914723774
100,0.27477863,0.563319,0.91130954,0.989635,0.2167143425243788,0.5149420451822043,0.8644768624575414,0.9166278020555538
101,0.31338403,0.54415506,0.92376834,0.99579006,0.20655863977432298,0.504389882622808,0.8623394022464771,0.9170158403574826
102,0.3062125,0.51222515,0.89796835,0.9746565,0.20170167947212636,0.5007238225362813,0.8588125466879392,0.918921068806714
103,0.23820193,0.566715,0.8911577,0.9827398,0.2027662029098559,0.4872709923663619,0.8580559820898932,0.918196103256661
104,0.2537045,0.5294285,0.87521327,0.96392196,0.19541206811653353,0.4851928928473543,0.8557615032653676,0.9187097154902418
105,0.30577227,0.53257513,0.9030165,0.9744728,0.19701412798233878,0.48461181200588765,0.8507011229580843,0.9220049986607693
106,0.3595909,0.54484344,0.92740285,0.9720206,0.1888636579190524,0.4765454988371617,0.8450383875687631,0.9259318961519274
107,0.30822256,0.6043233,0.91635376,0.95215863,0.17840729103473704,0.47012972766094213,0.8441282980246464,0.9250618138120189
108,0.32876697,0.57843465,0.925911,0.9669027,0.19345128095302944,0.4600283391869106,0.8381196882261192,0.9293575369267303
109,0.31107438,0.49246782,0.89780736,0.9846657,0.20584865672312003,0.4658104600871514,0.8327060931188184,0.9341498532384214
110,0.26681784,0.52382547,0.88905483,0.9829865,0.18972523508440714,0.46218010198599974,0.8292908773811641,0.9371262882031458
111,0.30252856,0.44970137,0.8828024,0.98818636,0.17043791838582828,0.4577551512418821,0.8277526367502251,0.9378129016021512
112,0.26809904,0.5218522,0.8896876,0.9822048,0.15957194185705653,0.45659976271471564,0.8291888022686609,0.9345525057993166
113,0.31004658,0.49217486,0.90325034,0.99355805,0.15567146063438655,0.4532756170341732,0.8254313571178972,0.9362933757573664
114,0.2627472,0.5370684,0.86080265,0.93776876,0.15711800286284286,0.44747995464236356,0.8255549857808613,0.9340300833548765
115,0.33595765,0.5355397,0.92089045,0.98280084,0.14330624667780867,0.44923298462529365,0.8254795704808414,0.9321085596209454
116,0.3078814,0.5567235,0.91464424,0.97628987,0.14275743332455845,0.4471674831023435,0.8230424693592393,0.9323975567434006
117,0.33168966,0.55406046,0.90861714,0.95076436,0.13650281063907174,0.4386966963193466,0.8188955119798323,0.9342965423084525
118,0.28472945,0.49361312,0.88579303,0.98261636,0.13906912340420452,0.4299672151174843,0.8171281851059083,0.9338495536219136
119,0.33417207,0.50612503,0.92226005,1.0058442,0.13400782147590706,0.4270621856250175,0.8132048047753929,0.9355357659429586
120,0.24807975,0.52455026,0.87816906,0.97665304,0.14270762710510476,0.437785004781196,0.804676187644368,0.9426283486482413
121,0.25969893,0.48581126,0.8655977,0.9678464,0.1410527425848869,0.42448638375544834,0.8074457049010249,0.9387341137393407
122,0.273452,0.46628806,0.8674971,0.97031164,0.14376411814491602,0.42665884458548,0.8033469480725521,0.9419027752495157
123,0.26606658,0.54694855,0.8780778,0.94927007,0.1566537697943367,0.41634343356025694,0.8002564092783496,0.9446024619781939
124,0.21663041,0.53980464,0.86061925,0.95970273,0.15677199054781388,0.4019631165838328,0.7990587645582359,0.945628544702781
125,0.25063783,0.52895224,0.89152807,0.99755716,0.15090919881171447,0.4216761354959977,0.7976348280645538,0.9466538536047044
126,0.20431744,0.51466656,0.8438012,0.9606701,0.15899290697519172,0.4093886745139324,0.7983874897806359,0.9456937165578503
127,0.21759266,0.53040886,0.86151725,0.9711176,0.15555659311432662,0.39665994818195643,0.7967175022899489,0.9470450025250391
128,0.2440147,0.55463946,0.8848713,0.97617763,0.1567888813560818,0.3898632007579908,0.7934237168082651,0.9499009818035528
129,0.29929218,0.5440291,0.9012075,0.9674623,0.15187376393462423,0.3798881575089174,0.7943589228192479,0.9485017402306664
130,0.3373882,0.50770175,0.8999206,0.9633639,0.16380579677002757,0.389505776570038,0.7911299116768468,0.9515644176137826
131,0.27855423,0.56497216,0.8902935,0.9488948,0.15749922102833613,0.388408148745932,0.7934995033699116,0.9491121839884762
