,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.14066438,0.44676483,0.79626125,0.96982354,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.11098779,0.45142204,0.8062871,0.9535861,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.12242404,0.45948273,0.7946207,0.9752913,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.13042925,0.45721126,0.8053929,0.96095556,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.12417643,0.4776476,0.80427676,0.96422845,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.12292009,0.48243427,0.81186634,0.9604559,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.1291754,0.50084376,0.8115395,0.9678453,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.15350804,0.49135804,0.80645186,0.9808458,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.14008121,0.48089504,0.8229279,0.9491286,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.15484944,0.47933638,0.8198955,0.96124333,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.1680446,0.48607558,0.81816715,0.97773576,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.15310788,0.50019014,0.824889,0.96317756,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.19134152,0.4925093,0.8282653,0.97575355,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.18030034,0.49304527,0.8388989,0.953967,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.20605344,0.4880032,0.8366474,0.96527964,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.19242884,0.486862,0.8358924,0.96927553,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.23223045,0.4990124,0.84312665,0.9756674,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.21306728,0.503567,0.843108,0.97044593,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.23405609,0.5000604,0.84043187,0.98542696,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.25180167,0.5045444,0.84590995,0.98584086,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.2626851,0.50035864,0.85379446,0.9815398,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
21,0.25132012,0.4961477,0.86160475,0.9654031,3121,0.2699463982076138,0.48490487621704764,0.8561880928721514,0.9681210249876332
22,0.2846496,0.4831305,0.8565203,0.9904051,3122,0.28240306617891336,0.49491282977582945,0.8594694875580926,0.9685228109397827
23,0.2908272,0.49476898,0.86554354,0.9735023,3123,0.2684799568262048,0.5187412183665178,0.8619039790845854,0.9697315036969187
24,0.27735126,0.51536256,0.8651946,0.9816745,3124,0.2649264810477335,0.5084266048688851,0.8686708609234846,0.9663514195785363
25,0.26977775,0.508425,0.8718873,0.97104615,3125,0.26283167966595916,0.5214197977890181,0.8724231074474226,0.9649361925956543
26,0.26639962,0.5082011,0.8699657,0.978907,3126,0.25554516232515645,0.5138722776234006,0.8766907332459928,0.9624327500906954
27,0.23684898,0.5094442,0.8777046,0.9658597,3127,0.26989208355269717,0.5261465355806926,0.8764372669451115,0.9640927080159603
28,0.26543477,0.52050924,0.8819514,0.963511,3128,0.2635008247324756,0.5407792243560056,0.8820514874817761,0.9608400140029281
29,0.255357,0.5356978,0.8797732,0.96455854,3129,0.27036310316400597,0.5496152301960154,0.884193901944382,0.9608392089562892
30,0.24612676,0.5394252,0.8889722,0.9518946,3130,0.26727921514657027,0.5497614863918912,0.8886905221392164,0.9584261591754348
31,0.27373585,0.5376793,0.884471,0.976401,3131,0.2841003759487066,0.548259807550704,0.8902518102404656,0.9590567254777244
32,0.2855528,0.5380584,0.8904545,0.9699517,3132,0.27848942728301734,0.5601188547883681,0.8928649028518794,0.9587380498182227
33,0.2786715,0.5451179,0.8852374,0.9839865,3133,0.3113304666732196,0.5621803289635812,0.8933704865319351,0.9611828335501612
34,0.32475954,0.5574398,0.8943364,0.9824689,3134,0.33901612214319526,0.553948910694424,0.8957506074765794,0.9632837546902603
35,0.3284578,0.55000734,0.90201825,0.9672386,3135,0.3251539583016068,0.5544468434499734,0.9041773429421626,0.9591746231025808
36,0.32828757,0.5420327,0.8955439,0.9895373,3136,0.336933654253724,0.5615981371963561,0.9045150456881607,0.9620345318413837
37,0.31343073,0.55765986,0.91414016,0.9537254,3137,0.3279592260359559,0.5670354633412227,0.9096944342205469,0.9603512352815221
38,0.32837084,0.55691653,0.9104026,0.97527003,3138,0.34164667331556464,0.5543750607749401,0.9142925335778697,0.9588296824479302
39,0.3305046,0.5386141,0.90965515,0.9756488,3139,0.3487518501322026,0.5441219642777162,0.9179182342071761,0.9579923638814191
40,0.35094607,0.5482531,0.9212057,0.9613475,3140,0.3589887992145595,0.5565168444844782,0.9189477922580495,0.959308362917608
41,0.34975696,0.54054695,0.91517967,0.97302604,3141,0.36671013559728594,0.552349592833957,0.9215957127509057,0.959761148806572
42,0.35624495,0.53854775,0.9201464,0.9693038,3142,0.37635127608709124,0.5501146027700924,0.9258273071012797,0.9585088604699353
43,0.36098605,0.5403372,0.9289101,0.9622514,3143,0.3796397285005576,0.5674266147875612,0.9264382646705546,0.9608177635161212
44,0.36457926,0.55979216,0.9259948,0.9682446,3144,0.38929343307680336,0.5614640887753533,0.9273474466307562,0.9629695549292716
45,0.38819334,0.5520014,0.92534775,0.9745845,3145,0.389261638526147,0.5639746963754291,0.9293510421999049,0.9642082585503239
46,0.3736766,0.55972064,0.93359417,0.96029764,3146,0.3889030990045614,0.5666095234257489,0.9337290506665274,0.9630587172041942
47,0.4009856,0.5572761,0.928968,0.98303056,3147,0.39585658205354524,0.56361278319089,0.9387833384627395,0.9609437537137139
48,0.39693013,0.5550014,0.9381631,0.96886367,3148,0.3969866581720878,0.5659780900471606,0.9397762940637628,0.9622475613849791
49,0.4033019,0.55673474,0.93078285,0.99084103,3149,0.4011769464231558,0.5711660997965938,0.9416061720718012,0.9627323918803067
50,0.4058679,0.55271584,0.93425447,0.9858075,3150,0.41017100723207406,0.5706544348977787,0.9442547381975079,0.962474566250877
51,0.40932098,0.56103826,0.9436324,0.97304255,3151,0.4248439819154403,0.5806200795118349,0.9468274107823709,0.9625361720598368
52,0.42825055,0.57640845,0.9455537,0.9753492,3152,0.4407567915683264,0.590434090703999,0.9437553507707427,0.968943841043816
53,0.41990015,0.5782859,0.9503729,0.9577776,3153,0.436497402024624,0.588436356318051,0.9457878765836352,0.9708292509291071
54,0.42318356,0.5836123,0.95387167,0.9646631,3154,0.43352030240738965,0.5887416589707298,0.9491966933775119,0.970830987088227
55,0.43040058,0.5898375,0.96008676,0.96116155,3155,0.43887543148508107,0.5934187271421291,0.9493587067755743,0.9737780473716292
56,0.45494497,0.587578,0.9550274,0.9809261,3156,0.45071119911446517,0.5849119491851013,0.9512022117895401,0.9751214466178056
57,0.43837398,0.57878315,0.9618128,0.95939213,3157,0.46120048694390914,0.5764567222992913,0.9566734668139865,0.9729665926504079
58,0.45833695,0.5715369,0.9646196,0.97030574,3158,0.45869197315676363,0.5762004377527536,0.9611352930412348,0.9716518550200247
59,0.47139153,0.577363,0.96418804,0.9765278,3159,0.4501077133698407,0.5858610045646111,0.9660685640168745,0.9695556829474964
60,0.43020436,0.58203864,0.9724403,0.95360863,3160,0.4473033602108434,0.59758438994521,0.9670122228124983,0.9705596343108253
61,0.450251,0.59597737,0.96599454,0.97497237,3161,0.44628001880284074,0.6052296476049033,0.968751969431116,0.9707987804062925
62,0.450498,0.59292644,0.9664926,0.981147,3162,0.4561718485775015,0.6103547531926607,0.9692566291108669,0.9722835835813097
63,0.46277833,0.6011706,0.9700648,0.9771155,3163,0.4493103182915232,0.6121761420153149,0.9718472081455057,0.9722985675820378
64,0.46326587,0.61182815,0.97334105,0.97941625,3164,0.4525375225210018,0.6167298861501465,0.9766695537442064,0.9698639976516187
65,0.4449623,0.6161327,0.9716063,0.97747976,3165,0.46694898840252314,0.6028331755655075,0.9800861651553889,0.9685995896786126
66,0.47430786,0.59236836,0.97822696,0.9763478,3166,0.45820806339597303,0.606142264706861,0.9811187992407201,0.9688903526962306
67,0.478445,0.60201275,0.9783252,0.9838818,3167,0.47161911696060915,0.6045087362981698,0.981131432361644,0.9704141814555406
68,0.46665964,0.600702,0.98171216,0.9642477,3168,0.45718323182055254,0.617353034027424,0.9851244202180114,0.968132180262117
69,0.4406386,0.59066826,0.9778128,0.97118133,3169,0.46346151473928693,0.6110822617742708,0.9889264377262053,0.9655077919783398
