,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.13663068,0.4253509,0.8136267,0.96693903,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.14129159,0.4394101,0.8067785,0.9636166,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.13642079,0.447406,0.8136748,0.964241,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.12998539,0.44687527,0.81121534,0.96395516,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.12910113,0.45946705,0.8187138,0.9632418,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.14223778,0.468171,0.8208136,0.9633925,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.15373147,0.48329586,0.82151973,0.9641381,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.16024527,0.4762987,0.82887906,0.9636058,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.17491046,0.46445215,0.83601016,0.9584766,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.16532883,0.46829748,0.8317185,0.9629461,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.1784938,0.47218895,0.8324334,0.96611637,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.17887586,0.47537333,0.8420412,0.9631424,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.19983533,0.4740196,0.8404934,0.9678029,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.20815751,0.47937775,0.8473548,0.96464235,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.20947698,0.47337306,0.85149693,0.96610236,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.21028614,0.47730148,0.84579194,0.9635885,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.2360233,0.48220938,0.861137,0.96703446,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.22317588,0.48762345,0.86194724,0.9650976,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.23126402,0.48481178,0.85997826,0.96656305,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.25303203,0.4863286,0.86878705,0.9658557,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.26186997,0.48137134,0.8717078,0.96881163,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
21,0.26471454,0.47943288,0.8753885,0.96429557,3121,0.2699463982076138,0.48490487621704764,0.8561880928721514,0.9681210249876332
22,0.28383267,0.4666083,0.8732952,0.9691024,3122,0.28240306617891336,0.49491282977582945,0.8594694875580926,0.9685228109397827
23,0.28918403,0.47252458,0.8837438,0.9679371,3123,0.2684799568262048,0.5187412183665178,0.8619039790845854,0.9697315036969187
24,0.2752928,0.49629337,0.8852166,0.9673849,3124,0.2649264810477335,0.5084266048688851,0.8686708609234846,0.9663514195785363
25,0.26853606,0.48939896,0.8850627,0.9690072,3125,0.26283167966595916,0.5214197977890181,0.8724231074474226,0.9649361925956543
26,0.26939067,0.498761,0.882266,0.96564233,3126,0.25554516232515645,0.5138722776234006,0.8766907332459928,0.9624327500906954
27,0.26337418,0.5005066,0.8869694,0.9609411,3127,0.26989208355269717,0.5261465355806926,0.8764372669451115,0.9640927080159603
28,0.2808631,0.5076881,0.8911961,0.9636605,3128,0.2635008247324756,0.5407792243560056,0.8820514874817761,0.9608400140029281
29,0.2648724,0.5196078,0.89960337,0.9594675,3129,0.27036310316400597,0.5496152301960154,0.884193901944382,0.9608392089562892
30,0.27529767,0.5315054,0.8993332,0.9593935,3130,0.26727921514657027,0.5497614863918912,0.8886905221392164,0.9584261591754348
31,0.27762902,0.5303261,0.8941888,0.9653764,3131,0.2841003759487066,0.548259807550704,0.8902518102404656,0.9590567254777244
32,0.29350105,0.5298013,0.9004212,0.9651581,3132,0.27848942728301734,0.5601188547883681,0.8928649028518794,0.9587380498182227
33,0.28167865,0.5384538,0.89564896,0.97143024,3133,0.3113304666732196,0.5621803289635812,0.8933704865319351,0.9611828335501612
34,0.32108688,0.5354149,0.91413593,0.96915436,3134,0.33901612214319526,0.553948910694424,0.8957506074765794,0.9632837546902603
35,0.34254563,0.53070045,0.92709,0.9606208,3135,0.3251539583016068,0.5544468434499734,0.9041773429421626,0.9591746231025808
36,0.33104905,0.5331868,0.9156652,0.9654615,3136,0.336933654253724,0.5615981371963561,0.9045150456881607,0.9620345318413837
37,0.3432743,0.5463894,0.9295363,0.96096355,3137,0.3279592260359559,0.5670354633412227,0.9096944342205469,0.9603512352815221
38,0.34058052,0.55406207,0.9176176,0.96987724,3138,0.34164667331556464,0.5543750607749401,0.9142925335778697,0.9588296824479302
39,0.33764026,0.5445884,0.9215748,0.97238034,3139,0.3487518501322026,0.5441219642777162,0.9179182342071761,0.9579923638814191
40,0.3578596,0.5239228,0.9376522,0.96246135,3140,0.3589887992145595,0.5565168444844782,0.9189477922580495,0.959308362917608
41,0.3609466,0.5406523,0.9286757,0.9676294,3141,0.36671013559728594,0.552349592833957,0.9215957127509057,0.959761148806572
42,0.3745214,0.5360098,0.9316088,0.9655042,3142,0.37635127608709124,0.5501146027700924,0.9258273071012797,0.9585088604699353
