,Ca_pred,Cb_pred,Cc_pred,Qout_pred,Ca,Cb,Cc,Qout
0,0.12762287,0.42866725,0.80185145,0.97572094,1.0,0.9858941420950899,0.0,0.0
1,0.12688124,0.44852537,0.8018876,0.9632303,0.9823076862744187,1.0,0.11912246337590114,0.04986328101203321
2,0.11767996,0.44849783,0.8020076,0.9759922,0.990594652295735,0.9657462985125292,0.22303041388910178,0.0895445445882194
3,0.116299935,0.4484961,0.80156857,0.97321963,0.9136900983394974,0.9864841086001219,0.30578414488889083,0.1288487113410055
4,0.11409097,0.4654984,0.8062298,0.9735467,0.8791907101659441,0.9344814314812799,0.37502723574286523,0.16569552533789017
5,0.12429807,0.47328937,0.8121346,0.9624409,0.8253479752996898,0.9388249852052487,0.43106319456398146,0.19833195656688557
6,0.13765165,0.48126823,0.81437486,0.95889044,0.8044995819653765,0.9418337673409228,0.4734657938458959,0.23552889528051027
7,0.14450711,0.4663819,0.8192238,0.9709945,0.7928243839989378,0.9316240916618238,0.5186109696919478,0.2634374924071019
8,0.15547806,0.464781,0.8222798,0.96596754,0.8007174920900999,0.924926160125977,0.5556361853274144,0.29321901153221563
9,0.14381853,0.4632687,0.81837726,0.97274137,0.7950474908810398,0.8782626757138089,0.5932564486997982,0.31704611784244624
10,0.16069159,0.46917313,0.8229298,0.96601206,0.7918118387028033,0.8601855948759696,0.6261580383062185,0.3387754359525761
11,0.16680604,0.47226018,0.82626283,0.9632736,0.764967764553915,0.8245480045051414,0.652378744705832,0.3610284686149565
12,0.16957316,0.47816926,0.8292903,0.9631073,0.7303144376143252,0.850351636717609,0.6702751301770276,0.3861767042279761
13,0.18483508,0.47565502,0.83617324,0.96132,0.733309078661638,0.8314352482393227,0.6906330238417769,0.4075061663712236
14,0.18063262,0.46325982,0.83615726,0.9709365,0.7204929302758356,0.8246780007903437,0.7080289939924015,0.4285165517282676
15,0.18666577,0.46936297,0.8376061,0.9690636,0.7261118886968058,0.8026807755509644,0.7254787366764908,0.44711490749524874
16,0.20983577,0.47514147,0.8497161,0.964988,0.7387072374998334,0.7637401526556163,0.7425720067042928,0.4647438963201089
17,0.20589969,0.47713846,0.8487225,0.97056776,0.724856249059452,0.7619103616077996,0.7544978258100479,0.48336453007905755
18,0.2092514,0.47168237,0.8486452,0.9722171,0.731380008496964,0.759111912097607,0.768004811140263,0.500430107981527
19,0.22751,0.470738,0.85743964,0.9709577,0.7141503488976131,0.7919879803786003,0.7843690011774588,0.5138783933129306
20,0.24079391,0.47387445,0.8611235,0.9674254,0.6856202626231934,0.8063568347390436,0.7982900791159305,0.5282938663418639
21,0.23758695,0.47382665,0.8602743,0.96870685,0.6821110473364027,0.789726752526053,0.8081773138664861,0.5441126891833701
22,0.26406083,0.46114492,0.8672585,0.96867836,0.6739940372756835,0.7954088152354619,0.8199172889405371,0.5572996660447997
23,0.26106533,0.4640265,0.8702036,0.97440404,0.673002345473,0.7936774851234892,0.8296523137777121,0.571453465713993
24,0.24991658,0.48530847,0.872998,0.9728484,0.6801863783209302,0.7640890627339123,0.8380893722126307,0.5854907326648721
25,0.24786472,0.48694497,0.8721707,0.9737476,0.6807749372648068,0.7553286450327262,0.846384678566773,0.5986357334895014
26,0.2463012,0.49127948,0.8695713,0.9720894,0.6752312709408369,0.7262132489633927,0.8551620330623324,0.6096441368479107
27,0.24560675,0.50313765,0.87342954,0.96437854,0.6566138788143789,0.7146695650508347,0.8653720046469456,0.6174170998503536
28,0.25385743,0.5079851,0.8785655,0.96855015,0.6674488687819484,0.6940205025959839,0.8704993460030551,0.6284308424099236
29,0.23726636,0.5136137,0.87891865,0.97633713,0.6540791314012525,0.6765575943997175,0.8798270435821187,0.6347489275133589
30,0.2451722,0.52447915,0.88082266,0.9681359,0.6408917541943839,0.6913947533465992,0.8823967312239357,0.6454743552698824
31,0.253078,0.5267339,0.88505626,0.9701946,0.6264450943340035,0.7025853346126285,0.8829713580340196,0.6578649487726123
32,0.26916623,0.52646,0.8883496,0.96787494,0.6377991276701453,0.6794159216745578,0.8873438284878704,0.6669048008041345
33,0.27032298,0.53141224,0.89038587,0.9680085,0.6346901266159978,0.6646361453497424,0.8940199064936462,0.6734804394653461
34,0.30247232,0.535989,0.9037432,0.9661952,0.661936823880257,0.6707781678812518,0.8949420136160348,0.6852832413281748
35,0.31369725,0.5177575,0.9080615,0.9694703,0.6539366667013686,0.6528913934097941,0.9006125449492769,0.6929493762588979
36,0.310139,0.5175845,0.9065933,0.97197104,0.6397874731298951,0.6699250199131987,0.9038402630673901,0.7021728296092845
37,0.3172827,0.53873056,0.91282094,0.962439,0.6293853286206185,0.6845995827943014,0.9083542645688266,0.7101024417041116
38,0.32106036,0.5469877,0.913893,0.9649758,0.6140465225008768,0.6734785550849152,0.9138953421187052,0.7161341437232616
39,0.32313362,0.52303624,0.9110699,0.9696388,0.6164909372019306,0.6540883441057678,0.9185517615079865,0.7218228917216244
40,0.32938012,0.53149945,0.92053485,0.97281945,0.6081087671095726,0.6454401536634679,0.9221381161586879,0.7277217781783989
41,0.3374464,0.5209229,0.9172942,0.9732693,0.5987270633854564,0.6369050274085771,0.9267917790145682,0.7319467654329129
42,0.34853348,0.5230632,0.9232625,0.97227436,0.5917554202078604,0.6526490371549271,0.925783423986322,0.7404041383590496
43,0.36621982,0.5347227,0.92875737,0.96456003,0.5956974343819581,0.6423644034697336,0.9256941103582953,0.7482230489410998
44,0.35422277,0.5314365,0.92984974,0.9739491,0.6029008704645743,0.6287857480044485,0.9293960927109675,0.7527878833145029
45,0.36170906,0.52084804,0.9309224,0.9791889,0.5862450644106906,0.6328931802637572,0.9343823925479923,0.7562157882986071
