,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.11903283,0.44294193,0.81387174,0.9782925,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.13649939,0.482551,0.7934494,0.970002,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.10552608,0.4361767,0.81294006,0.984823,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.11647189,0.46952572,0.7919241,0.9702469,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.10768213,0.4786912,0.81886137,0.9781726,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.13677236,0.5041945,0.80834156,0.95936626,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.14653708,0.50372326,0.82508177,0.9773101,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.13824648,0.452094,0.82902855,0.9786393,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.16305876,0.50074005,0.8138142,0.9639743,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.14567927,0.48689136,0.81097555,0.97109324,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.15994029,0.47168538,0.8434769,0.98717976,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.1757498,0.51822054,0.8351347,0.97254544,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.1736377,0.4917768,0.841533,0.9800638,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.19679406,0.5099406,0.8345358,0.9707397,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.18587486,0.48981568,0.833729,0.96813786,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.18977214,0.4718763,0.8346946,0.9764344,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.21403614,0.48618606,0.8613076,0.9712199,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.20344372,0.47835556,0.85706174,0.9807952,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.20264965,0.45425525,0.86540145,0.98874795,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.22261411,0.44980124,0.8734613,0.9843327,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.2380707,0.47914818,0.8811414,0.98265034,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
21,0.23955294,0.502169,0.8630794,0.97631365,3121,0.2699463982076138,0.48490487621704764,0.8561880928721514,0.9681210249876332
